Title,Authors,HTML Link,PDF Link,Abstract,Published in,Date of Publication,Page(s),Electronic ISSN,PubMed ID,DOI,DOI Link,Publisher
Explainable AI for Intrusion Detection Systems: LIME and SHAP Applicability on Multi-Layer Perceptron,Diogo Gaspar; Paulo Silva; Catarina Silva; ; ; ,https://ieeexplore.ieee.org/document/10440604/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10440604,"Machine learning-based systems have presented increasing learning performance, in a wide variety of tasks. However, the problem with some state-of-the-art models is their lack of transparency, trustworthiness, and explainability. To address this problem, eXplainable Artificial Intelligence (XAI) appeared. It is a research field that aims to make black-box models more understandable to humans. The research on this topic has increased in recent years, and many methods, such as LIME (Local Interpretable Model-Agnostic Explanations) and SHAP (SHapley Additive exPlanations) have been proposed. Machine learning-based Intrusion Detection Systems (IDS) are one of the many application domains of XAI. However, most of the works about model interpretation focus on other fields, like computer vision, natural language processing, biology, healthcare, etc. This poses a challenge for cybersecurity professionals tasked with analyzing IDS results, thereby impeding their capacity to make informed decisions. In an attempt to address this problem, we have selected two XAI methods, LIME, and SHAP. Using the methods, we have retrieved explanations for the results of a black-box model, part of an IDS solution that performs intrusion detection on IoT devices, increasing its interpretability. In order to validate the explanations, we carried out a perturbation analysis where we tried to obtain a different classification based on the features present in the explanations. With the explanations and the perturbation analysis we were able to draw conclusions about the negative impact of particular features on the model results when present in the input data, making it easier for cybersecurity experts when analyzing the model results and it serves as an aid to the continuous improvement the model. The perturbations also serve as a comparison of performance between LIME and SHAP. To evaluate the degree of interpretability increase, and the explanations provided by each XAI method of the model and ...",IEEE Access,20 February 2024,30164 - 30175,2169-3536,,10.1109/ACCESS.2024.3368377,https://doi.org/10.1109/ACCESS.2024.3368377,IEEE
Guaranteeing Correctness in Black-Box Machine Learning: A Fusion of Explainable AI and Formal Methods for Healthcare Decision-Making,Nadia Khan; Muhammad Nauman; Ahmad S. Almadhor; Nadeem Akhtar; Abdullah Alghuried; Adi Alhudhaif; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/10577273/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10577273,"In recent years, Explainable Artificial Intelligence (XAI) has attracted considerable attention from the research community, primarily focusing on elucidating the opaque decision-making processes inherent in complex black-box machine learning systems such as deep neural networks. This spike in interest originates from the widespread adoption of black-box models, particularly in critical domains like healthcare and fraud detection, highlighting the pressing need to understand and validate their decision-making mechanisms rigorously. In addition, prominent XAI techniques, including LIME (Local Interpretable Model-Agnostic Explanations) and SHAP (Shapley Additive exPlanations), rely on heuristics and cannot guarantee the correctness of the explanations provided. This article systematically addresses this critical issue associated with machine learning and deep learning models, underscoring XAI’s pivotal role in promoting model transparency to enhance decision-making quality. Furthermore, this study advocates integrating Formal Methods to provide correctness guarantees for black-box internal decision-making. The proposed methodology unfolds in three pivotal stages: firstly, training black-box models using neural networks to generate synthetic datasets; secondly, employing LIME and SHAP techniques to interpret the models and visualize their internal decision-making processes; and finally, training decision trees on the synthetic datasets to implement Formal Methods for ensuring the correctness of the black-box model’s decision-making. To validate this proposed approach, experimentation was conducted on four widely recognized medical datasets, including the Wisconsin Breast Cancer and Thyroid Cancer (TC) datasets, which are available in the UCI Machine Learning Repository. Specifically, this research represents a significant contribution by pioneering a novel approach that seamlessly integrates XAI and Formal Methods, thereby furnishing correctness guarantees for internal...",IEEE Access,28 June 2024,90299 - 90316,2169-3536,,10.1109/ACCESS.2024.3420415,https://doi.org/10.1109/ACCESS.2024.3420415,IEEE
Predicting COVID-19 in China Using Hybrid AI Model,Nanning Zheng; Shaoyi Du; Jianji Wang; He Zhang; Wenting Cui; Zijian Kang; Tao Yang; Bin Lou; Yuting Chi; Hong Long; Mei Ma; Qi Yuan; Shupei Zhang; Dong Zhang; Feng Ye; Jingmin Xin; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/9090302/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9090302,"The coronavirus disease 2019 (COVID-19) breaking out in late December 2019 is gradually being controlled in China, but it is still spreading rapidly in many other countries and regions worldwide. It is urgent to conduct prediction research on the development and spread of the epidemic. In this article, a hybrid artificial-intelligence (AI) model is proposed for COVID-19 prediction. First, as traditional epidemic models treat all individuals with coronavirus as having the same infection rate, an improved susceptible–infected (ISI) model is proposed to estimate the variety of the infection rates for analyzing the transmission laws and development trend. Second, considering the effects of prevention and control measures and the increase of the public’s prevention awareness, the natural language processing (NLP) module and the long short-term memory (LSTM) network are embedded into the ISI model to build the hybrid AI model for COVID-19 prediction. The experimental results on the epidemic data of several typical provinces and cities in China show that individuals with coronavirus have a higher infection rate within the third to eighth days after they were infected, which is more in line with the actual transmission laws of the epidemic. Moreover, compared with the traditional epidemic models, the proposed hybrid AI model can significantly reduce the errors of the prediction results and obtain the mean absolute percentage errors (MAPEs) with 0.52%, 0.38%, 0.05%, and 0.86% for the next six days in Wuhan, Beijing, Shanghai, and countrywide, respectively.",IEEE Transactions on Cybernetics,08 May 2020,2891 - 2904,,32396126,10.1109/TCYB.2020.2990162,https://doi.org/10.1109/TCYB.2020.2990162,IEEE
A Heterogeneous and Programmable Compute-In-Memory Accelerator Architecture for Analog-AI Using Dense 2-D Mesh,Shubham Jain; Hsinyu Tsai; Ching-Tzu Chen; Ramachandran Muralidhar; Irem Boybat; Martin M. Frank; Stanisław Woźniak; Milos Stanisavljevic; Praneet Adusumilli; Pritish Narayanan; Kohji Hosokawa; Masatoshi Ishii; Arvind Kumar; Vijay Narayanan; Geoffrey W. Burr; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/9957094/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9957094,"We introduce a highly heterogeneous and programmable compute-in-memory (CIM) accelerator architecture for deep neural network (DNN) inference. This architecture combines spatially distributed CIM memory array “tiles” for weight-stationary, energy-efficient multiply–accumulate (MAC) operations, together with heterogeneous special-function compute cores for auxiliary digital computation. Massively parallel vectors of neuron activation data are exchanged over short distances using a dense and efficient circuit-switched 2-D mesh, offering full end-to-end support for a wide range of DNN workloads, including CNNs, long-short-term-memory (LSTM), and transformers. We discuss the design of the “analog fabric”—the 2-D grid of tiles and compute cores interconnected by the 2-D mesh—and address the efficiency in both mapping of DNNs onto the hardware and in pipelining of various DNN workloads across a range of batch sizes. We show, for the first time, system-level assessments using projected component parameters for a realistic “analog AI” system, based on dense crossbar arrays of low-power nonvolatile analog memory elements, while incorporating a single common analog fabric design that can scale to large networks by introducing data transport between multiple analog AI chips. Our performance estimates for several networks, including large LSTM and bidirectional encoder representations from transformers (BERT), show highly competitive throughput while offering $40\times $ – $140\times $ higher energy efficiency than NVIDIA A100—thus illustrating the strong promise of analog AI and the proposed architecture for DNN inference applications.",IEEE Transactions on Very Large Scale Integration (VLSI) Systems,21 November 2022,114 - 127,,,10.1109/TVLSI.2022.3221390,https://doi.org/10.1109/TVLSI.2022.3221390,IEEE
Earliest Possible Global and Local Interpretation of Students’ Performance in Virtual Learning Environment by Leveraging Explainable AI,Muhammad Adnan; M. Irfan Uddin; Emel Khan; Fahd S. Alharithi; Samina Amin; Ahmad A. Alzahrani; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/9970711/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9970711,"In this research study, we propose an Explainable Artificial Intelligence (XAI) model that provides the earliest possible global and local interpretation of students’ performance at various stages of course length. Global and local interpretation is provided in such a way that the prediction accuracy of a single local observation is close to the model’s overall prediction accuracy. For the earliest possible understanding of student performance, local and global interpretation is provided at 20%, 40%, 60%, 80%, and 100% of course length. Machine Learning (ML) and Deep Learning (DL) which are subfields of Artificial Intelligence (AI) have recently emerged to assist all educational institution’s in predicting the performance, engagement, and dropout rate of online students. Unfortunately, traditional ML and DL techniques lack in providing data analysis results in an understandable human way. Explainable AI (XAI), a new branch of AI, can be used in educational settings, specifically in VLEs, to provide the instructor with the study performance results of thousands or even millions of online students in a human-understandable way. Thus, unlike black box approaches such as traditional ML and DL techniques, XAI can help instructors to interpret the strengths and weaknesses of an individual student, providing them with timely personalized feedback and guidance. Various traditional and various ensemble ML algorithms were trained on demographic, clickstream, and assessment features to determine which algorithm gives the best performance result. The best-performing ML algorithm was ultimately selected and provided to the XAI model as an input for local and global interpretation of students’ study behavior at various percentages of course length. We have used various XAI tools to give students’ performance reports to instructors, in an explicable human way, at different stages of course length. The intermediate data analysis and performance reports will help instructors and all...",IEEE Access,06 December 2022,129843 - 129864,2169-3536,,10.1109/ACCESS.2022.3227072,https://doi.org/10.1109/ACCESS.2022.3227072,IEEE
Edge AI in Sustainable Farming: Deep Learning-Driven IoT Framework to Safeguard Crops From Wildlife Threats,Konkala Venkateswarlu Reddy; B. S. Karthikeya Reddy; Veerapu Goutham; Miriyala Mahesh; J. S. Nisha; Gopinath Palanisamy; Mallikarjuna Golla; Swetha Purushothaman; Katangure Rithisha Reddy; Varsha Ramkumar; ; ; ; ; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/10540092/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10540092,"The relentless global population growth and the ever-increasing food demand pose formidable challenges to the agricultural sector. Farmers grapple with the ongoing challenge of wildlife-induced crop damage and human loss, which not only impedes food production but also exacerbates supply and demand imbalances. However, the rise of TinyML enables Edge AI as a promising avenue for implementing resource-efficient deep learning techniques on low-end edge devices. In this paper, we introduce an innovative solution that harnesses the power of Edge AI using tinyML-based deep learning algorithms in conjunction with the Internet of Things (IoT) for animal intrusion detection and deterrence system. The proposed system is developed to create remotely managed defense system tailored to safeguard vast agricultural expanses. It integrates a laser detection system and an AI-CAM with light weight deep learning algorithms for animal intrusion detection and classification. This system also ensures efficient animal deterrence and real-time monitoring for farmers, enabling them to assess the situation with the assistance of an intelligent rover build using IoT. This work emphasizes on proposing a light-weight deep learning model named EvoNet for animal classification. Results reveal that the proposed model achieves the highest accuracy at 96.7%, surpassing other models presented in this paper. However, for edge devices where compact file sizes are crucial, the model also offers comparable accuracy with file sizes as low as 1.63MB with the help of pruning and quantization techniques. This conceptualized solution has the potential to revolutionize agricultural wildlife management, ushering in a new era of crop protection and economic resilience.",IEEE Access,28 May 2024,77707 - 77723,2169-3536,,10.1109/ACCESS.2024.3406585,https://doi.org/10.1109/ACCESS.2024.3406585,IEEE
Record 22-dB Net Gain of Broadband Single-Mode Cr-Doped Crystalline Core Fiber by AI-Assisted Image Recognition Growth,Chun-Nien Liu; Kai-Chieh Chang; Chia-Ling Tsai; Chien-Wei Huang; Tien-Tsorng Shih; Sheng-Lung Huang; Wood-Hi Cheng; ; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/10360145/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10360145,"A record net gain of 22-dB and improved twice gain-per-unit length (GPUL) of 110 dB/m in a 13-μm core, 20-cm length, and 300-nm broadband single-mode Cr-doped crystalline core fibers (CCFs) are demonstrated by AI-assisted image recognition growth. The gain is significantly higher compared to the previous core of 25-μm. Both high gain and GPUL are achieved thanks to a novel AI-assisted, image recognition applied to the precise control of the molten zone with luminance of 2.39 cd/m 2 for fabricating smaller core diameter of 13-μm. The AI-assisted growth is performed by capturing images of the molten zone, RGB image recognition, luminance calculation, and real-time luminance adjustment within required value. The gain of several core diameters and fiber lengths has been thereafter simulated, which agrees with measured result. The smaller core of 13-μm exhibits higher coupling efficiency that is 65% the previous core of 25-μm. A lower noise figure of 4.2-dB is also obtained. In this study, the proposed CDFs looks promising for broadband fiber amplifiers.",Journal of Lightwave Technology,14 December 2023,2971 - 2977,,,10.1109/JLT.2023.3342931,https://doi.org/10.1109/JLT.2023.3342931,IEEE
OGLE-2018-BLG-1428Lb: a Jupiter-mass planet beyond the snow line of a dwarf star,,https://ieeexplore.ieee.org/document/9480868/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9480868,"We present the analysis of the microlensing event OGLE-2018-BLG-1428, which has a short-duration (∼1 d) caustic-crossing anomaly. The event was caused by a planetary lens system with planet/host mass ratio q = 1.7 × 10 −3 . Because of the detection of the caustic-crossing anomaly, the finite source effect was well measured, but the microlens parallax was not constrained due to the relatively short time-scale (t E = 24 d). From a Bayesian analysis, we find that the host star is a dwarf star M_{\rm host}=0.43^{+0.33}_{-0.22} \ \mathrm{M}_{\odot } at a distance D_{\rm L}=6.22^{+1.03}_{-1.51}\ {\rm kpc} and the planet is a Jovian-mass planet M_{\rm p}=0.77^{+0.77}_{-0.53} \ M_{\rm J} with a projected separation a_{\perp }=3.30^{+0.59}_{-0.83}\ {\rm au} . The planet orbits beyond the snow line of the host star. Considering the relative lens-source proper motion of \mu _{\rm rel} = 5.58 \pm 0.38\ \rm mas\ yr^{-1} , the lens can be resolved by adaptive optics with a 30 m telescope in the future.",Monthly Notices of the Royal Astronomical Society,February 2021,2706 - 2712,,,10.1093/mnras/stab534,https://doi.org/10.1093/mnras/stab534,OUP
An 2.31uJ/Inference Ultra-Low Power Always-on Event-Driven AI-IoT SoC With Switchable nvSRAM Compute-in-Memory Macro,Haoyang Sang; Wenao Xie; Gwangtae Park; Hoi-Jun Yoo; ; ; ; ,https://ieeexplore.ieee.org/document/10463613/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10463613,"Internet-of-Things (IoT) drives the demand for artificial intelligence (AI) system-on-chips (SoCs) for vast always-on ultra-low power applications such as human action recognition (HAR) for surveillance systems, face detection (FD) and recognition (FR) for home security, etc. Previous AI-IoT SoCs still face limited system efficiency caused by the high leaky power of SRAMs, huge external memory access (EMA), and frequent on-chip data transfer. The proposed ultra-low power RISC-V embedded AI-IoT SoC is composed of 1) a novel bit-line (BL) segmented coupled nvSRAM macro with switchable working modes: SRAM, non-volatile memory (NVM), NVM computing in memory (CIM), performing pre-charge reusing, power gating and local data swapping; 2) a hot-silent encoded (HSE) uDMA cluster with 1MB multi-bank eMRAM to reduce the on-chip transmission power and eliminate the EMA power; 3) and an event-driven wake-up unit (EDWU) for skipping unnecessary inference; 4) a RISC-V core with dedicated ISA extension for switchable working modes. The proposed SoC achieves an energy efficiency of 20.3–35.5 TOPS/W @ResNet-20 (fix-point-8, FXP8) inferencing, which shows a $2.82\times $ – $3.69\times $ efficiency improvement compared to the previous state-of-the-art (SOTA) AI-IoT SoCs.",IEEE Transactions on Circuits and Systems II: Express Briefs,08 March 2024,2534 - 2538,,,10.1109/TCSII.2024.3374885,https://doi.org/10.1109/TCSII.2024.3374885,IEEE
Intervention of Machine Learning and Explainable Artificial Intelligence in Fiber-Optic Sensor Device Data for Systematic and Comprehensive Performance Optimization,Jatin Rana; Anuj K. Sharma; Yogendra Kumar Prajapati; ; ; ,https://ieeexplore.ieee.org/document/10643268/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10643268,"This letter illustrates the successful application of machine learning (ML) models with explainable artificial intelligence (XAI) to enhance the efficacy of a surface plasmon resonance (SPR)-based fiber-optic sensor device (FOSD). The investigation also examines the correlation between the sensor's figure of merit (FoM) and the following variables: light wavelength (λ), sensing region length, metal layer thickness, and refractive index (RI) of surrounding (i.e., sensing or analyte) medium. The study established that the FoM datasets were consistent with various boosting algorithms, such as XGBoost, CatBoost, etc. Incorporating these algorithms into datasets with a λ-resolution of 1 nm led to enhanced FoM magnitudes. The dataset comprises 32 768 data points, each of which falls within one of 15 distinct thickness values and 25 distinct sensing length values. The selected CatBoost ML model exhibits a high level of consistency with the data in terms of trend matching, with all other evaluation parameters lying within acceptable ranges. Furthermore, we have implemented XAI to gain a more comprehensive understanding of the model's internal mechanism in relation to FoM prediction. The results from the shapley additive explanations (SHAP) method indicate that analyte RI and λ play significantly bigger role in dictating the FoM of the SPR-based FOSD. This study emphasizes that the efficient finalization of sensor design and improved sensing performance can be achieved by selecting an appropriate ML model along with XAI and implementing it on a variety of FOSD datasets.",IEEE Sensors Letters,21 August 2024,,2475-1472,,10.1109/LSENS.2024.3445324,https://doi.org/10.1109/LSENS.2024.3445324,IEEE
A Conceptual Model Framework for XAI Requirement Elicitation of Application Domain System,Maria Aslam; Diana Segura-Velandia; Yee Mey Goh; ; ; ,https://ieeexplore.ieee.org/document/10251525/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10251525,"The use of data analytics and Machine Learning (ML) branches of AI for predictive and analytic knowledge retrieval has surged significantly in various industries (e.g., health, finance, business, and manufacturing). However, the acceptance of AI has been hindered by opaque models that lack transparency. Explainability in AI (XAI) has gained significant prominence owing to its focus on introducing avenues of accountability in AI. XAI acknowledges the importance of human factors and strives to incorporate them into the design process, recognising that the cognitive effort involved in understanding explanations is a key aspect. Mental Models play a crucial role in the XAI evaluative premise, but their current utility is limited. By intentionally designing explanations that align with users’ mental models, their experiences can be significantly enhanced, leading to improved understanding, satisfaction, trust, and performance. This study proposes using Mental Models to elicit explainability requirements and to develop an Ontology-Driven Conceptual Model to facilitate the learning process for a better understanding of explanations.",IEEE Access,14 September 2023,108080 - 108091,2169-3536,,10.1109/ACCESS.2023.3315605,https://doi.org/10.1109/ACCESS.2023.3315605,IEEE
"A Multifaceted Survey on Federated Learning: Fundamentals, Paradigm Shifts, Practical Issues, Recent Developments, Partnerships, Trade-Offs, Trustworthiness, and Ways Forward",Abdul Majeed; Seong Oun Hwang; ; ,https://ieeexplore.ieee.org/document/10555253/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10555253,"Federated learning (FL) is considered a de facto standard for privacy preservation in AI environments because it does not require data to be aggregated in some central place to train an AI model. Preserving data on the client side and sharing only the model’s parameters with a central server preserves privacy while training an AI model of higher generalizability. Unfortunately, sharing the model’s parameters with the server can create privacy leaks, and therefore, FL is unable to meet privacy requirements in many situations. Furthermore, FL is prone to other technical issues, such as data poisoning, model poisoning, fairness, client dropout, and convergence issues, to name just a few. In this work, we provide a multifaceted survey on FL, including its fundamentals, paradigm shifts, technical issues, recent developments, and future prospects. First, we discuss the fundamental concepts of FL (workflow, categorization, the differences between centralized learning and FL, and applications of FL in diverse fields), and we then discuss the paradigm shifts brought on by FL from a broader perspective (e.g., data use, AI model development, resource sharing, etc.). Later, we pinpoint ten practical issues currently hindering the viability of the FL landscape, and we discuss developments made under each issue by summarizing state-of-the-art (SOTA) literature. We highlight FL partnerships with two or more technologies that either improve practical aspects/issues in FL or extend its adoption to new areas/domains. We pinpoint various trade-offs that exist in an FL ecosystem, and the corresponding SOTA developments to mitigate them. We also discuss the latest studies that have been proposed to make FL trustworthy and beneficial for the community. Lastly, we suggest valuable research directions towards enhancing technical efficacy by guiding researchers to less explored topics in FL.",IEEE Access,12 June 2024,84643 - 84679,2169-3536,,10.1109/ACCESS.2024.3413069,https://doi.org/10.1109/ACCESS.2024.3413069,IEEE
A Survey on the Convergence of Edge Computing and AI for UAVs: Opportunities and Challenges,Patrick McEnroe; Shen Wang; Madhusanka Liyanage; ; ; ,https://ieeexplore.ieee.org/document/9778241/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9778241,"The latest 5G mobile networks have enabled many exciting Internet of Things (IoT) applications that employ unmanned aerial vehicles (UAVs/drones). The success of most UAV-based IoT applications is heavily dependent on artificial intelligence (AI) technologies, for instance, computer vision and path planning. These AI methods must process data and provide decisions while ensuring low latency and low energy consumption. However, the existing cloud-based AI paradigm finds it difficult to meet these strict UAV requirements. Edge AI, which runs AI on-device or on edge servers close to users, can be suitable for improving UAV-based IoT services. This article provides a comprehensive analysis of the impact of edge AI on key UAV technical aspects (i.e., autonomous navigation, formation control, power management, security and privacy, computer vision, and communication) and applications (i.e., delivery systems, civil infrastructure inspection, precision agriculture, search and rescue (SAR) operations, acting as aerial wireless base stations (BSs), and drone light shows). As guidance for researchers and practitioners, this article also explores UAV-based edge AI implementation challenges, lessons learned, and future research directions.",IEEE Internet of Things Journal,19 May 2022,15435 - 15459,,,10.1109/JIOT.2022.3176400,https://doi.org/10.1109/JIOT.2022.3176400,IEEE
AI-RAN in 6G Networks: State-of-the-Art and Challenges,Naveed Ali Khan; Stefan Schmid; ; ,https://ieeexplore.ieee.org/document/10360202/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10360202,"6G is a next-generation cellular communication technology that builds up on existing 5G networks which are currently rolled out worldwide. Through incorporation of artificial intelligence (AI) and machine learning (ML), the core 5G network is advanced into an intelligent 6G network. The 6G Artificial Intelligence Radio Access Network (AI-RAN) is anticipated to offer advanced features like reduced latency, improved bandwidth, data rates and coverage. Furthermore, AI-RAN is expected to support complex use cases such as extreme connectivity, multi-user communications and dynamic spectrum access. This paper provides a detailed survey and thorough assessment of AI-RAN’s vision and state-of-the-art challenges. We first present a concise introduction to 6G AI-RAN followed by background information on the current 5G RAN and its challenges that must be overcome to implement 6G AI-RAN. The paper then examines trending research issues in AI-RAN, i.e., challenges related to spectrum allocation, network architecture, and resource management. We discuss the methods to overcome these challenges which include the adoption of advanced machine learning and edge computing technologies to boost the performance of 6G AI-RAN. We conclude by stating open research directions.",IEEE Open Journal of the Communications Society,14 December 2023,294 - 311,2644-125X,,10.1109/OJCOMS.2023.3343069,https://doi.org/10.1109/OJCOMS.2023.3343069,IEEE
Systemic Oversimplification Limits the Potential for Human-AI Partnership,Jason S. Metcalfe; Brandon S. Perelman; David L. Boothe; Kaleb Mcdowell; ; ; ; ,https://ieeexplore.ieee.org/document/9425540/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9425540,"The modern world is evolving rapidly, especially with respect to the development and proliferation of increasingly intelligent, artificial intelligence (AI) and AI-related technologies. Nevertheless, in many ways, what this class of technologies has offered as return on investment remains less impressive than what has been promised. In the present paper, we argue that the continued failure to realize the potential in modern AI and AI-related technologies is largely attributable to the oversimplified, yet pervasive ways that our global society treats the relationship between these technologies and humans. Oversimplified concepts, once conveyed, tend to perpetuate myths that in turn limit the impact of such technologies in human society. To counter these oversimplifications, we offer a theoretical construct, which we call the landscape of human-AI partnership. This construct characterizes individual capability for real-world task performance as a dynamic function of information certainty, available time to respond, and task complexity. With this, our goal is to encourage more nuanced discourse about novel ways to solve challenges to modern and future sociotechnical societies, but without defaulting to notions that remain rooted in today's technologies-as-tools ways of thinking. The core of our argument is that society at large must recognize that intelligent technologies are evolving well beyond being mere tools for human use and are instead becoming capable of operating as interdependent teammates. This means that how we think about interactions between humans and AI needs to go beyond a “Human-or-AI” conversation about task assignments to more contextualized “Human-and-AI” way of thinking about how best to capitalize on the strengths hidden within emergent capabilities of unique human-AI partnerships that have yet to be fully realized.",IEEE Access,07 May 2021,70242 - 70260,2169-3536,,10.1109/ACCESS.2021.3078298,https://doi.org/10.1109/ACCESS.2021.3078298,IEEE
Study of an Evaluation Model for AIS Receiver Sensitivity Measurements,Qing Hu; Jingyun Cao; Gemengyue Gao; Linlin Xu; Meng’en Song; ; ; ; ; ,https://ieeexplore.ieee.org/document/8686151/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8686151,"To guarantee that ships can navigate safely, the International Maritime Organization mandates that all ships navigating internationally must install the automatic identification system (AIS). AIS works in the very high-frequency (VHF) maritime mobile band, and to ensure the signal receiving performance of AIS equipment, it is necessary that the receiver sensitivity can be quickly evaluated and detected. Hence, we propose an evaluation model of AIS receiver sensitivity. The model first measures the packet error rate (PER) of AIS data transmission at a specific power. The distribution of the AIS receiver sensitivity characteristic curve under any transmitted power can be directly obtained, and then whether or not the sensitivity of the AIS receiver satisfies the performance requirements can be quickly evaluated. Regression analysis and the results of actual measurement demonstrate that this model has a goodness of fit (R-squared) value of 0.99 between the power-PER curve of the analog input signal and the measured data, which signifies test efficiency and accuracy beyond conventional test methods.",IEEE Transactions on Instrumentation and Measurement,11 April 2019,1118 - 1126,,,10.1109/TIM.2019.2910341,https://doi.org/10.1109/TIM.2019.2910341,IEEE
Real-Time Diagnostic Technique for AI-Enabled System,Hiroaki Itsuji; Takumi Uezono; Tadanobu Toba; Subrata Kumar Kundu; ; ; ; ,https://ieeexplore.ieee.org/document/10614714/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10614714,"The last few decades have witnessed a dramatic evolution of Artificial Intelligence (AI) algorithms, represented by Deep Neural Networks (DNNs), resulting in AI-enabled systems being significantly dominant in various fields, including robotics, healthcare, and mobility. AI-enabled systems are currently used even for safety-critical applications, including automated driving, where they encounter reliability challenges from both hardware (HW) and software (SW) perspectives. However, there is no effective technique available that can diagnose HW and SW of AI-enabled systems in real-time during operation. Therefore, this paper proposes an intelligent real-time diagnostic technique for detecting HW and SW anomalies of AI-enabled systems and continuously improving the SW quality during operation. The proposed technique can detect HW anomalies to avoid unexpected changes in AI parameters and subsequent AI performance degradation using single context data with a detection accuracy of more than 92%. The proposed technique can also detect SW anomalies and identify edge cases in real-time, which could result in performance degradation by more than 50% compared to normal conditions. The identified edge cases can be used to continuously enhance the SW quality. Experimental results show the effectiveness of the technique for practical applications and thus can contribute to realize reliable and improved AI-enabled systems.",IEEE Open Journal of Intelligent Transportation Systems,30 July 2024,483 - 494,2687-7813,,10.1109/OJITS.2024.3435712,https://doi.org/10.1109/OJITS.2024.3435712,IEEE
AICyber-Chain: Combining AI and Blockchain for Improved Cybersecurity,Zia Ullah; Abdul Waheed; Muhammad Ismail Mohmand; Sadia Basar; Mahdi Zareei; Fausto Granda; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/10684180/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10684180,"Artificial intelligence (AI) is one of the key technologies emerging in the Industrial Revolution that could protect against cybersecurity threats. AI is a key component of big data analytics and enables accurate real-time data analysis. AI can analyze big data, but it has some issues with security, privacy, and centralization of data. Moreover, cybercriminals continue to advance, so law enforcement faces more threats. With traditional cybersecurity solutions, sophisticated cyber-attacks are harder to detect and defend against. In complex cyberspaces, AI algorithms mine valuable features from data. However, the data on the Internet is scattered and controlled by different parties, making it challenging to authorize and validate its use. The AICyber-Chain model is presented in this paper for securely storing, calculating, and distributing data on the Internet at an enterprise scale. In a large-scale Internet environment, our proposed AICyber-Chain model integrates three key components to ensure a more secure cyberspace, enhancing AI, namely: Firstly, blockchain-based data sharing guarantees ownership at a large scale, enabling real-time data sharing. Secondly, a platform powered by AI makes cyberspace more trustworthy. Thirdly, sharing data or services rewards participants financially, which promotes sharing. We also discuss a typical use scenario, an alternative deployment method, and its security and commercial efficacy. Also, we simulated our model on Ethereum’s official test network, called Rinkeby, to demonstrate its practicality and efficiency. This model speeds up authentication by 1.8 times compared to the centralized model. In addition, our proposed solution reduces gas consumption by 20 to 25%. Our paper aims to serve as a guide and reference point for cybersecurity researchers and industry practitioners, especially from an intelligent computing or AI-based technical standpoint.",IEEE Access,19 September 2024,142194 - 142214,2169-3536,,10.1109/ACCESS.2024.3463976,https://doi.org/10.1109/ACCESS.2024.3463976,IEEE
