Title,Authors,HTML Link,PDF Link,Abstract,Published in,Date of Publication,Page(s),Electronic ISSN,PubMed ID,DOI,DOI Link,Publisher
A Novel Pipeline Approach for Efficient Big Data Broadcasting,Chi-Jen Wu; Chin-Fu Ku; Jan-Ming Ho; Ming-Syan Chen; ; ; ; ,https://ieeexplore.ieee.org/document/7202863/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7202863,"Big-data computing is a new critical challenge for the ICT industry. Engineers and researchers are dealing with data sets of petabyte scale in the cloud computing paradigm. Thus, the demand for building a service stack to distribute, manage, and process massive data sets has risen drastically. In this paper, we investigate the Big Data Broadcasting problem for a single source node to broadcast a big chunk of data to a set of nodes with the objective of minimizing the maximum completion time. These nodes may locate in the same datacenter or across geo-distributed datacenters. This problem is one of the fundamental problems in distributed computing and is known to be NP-hard in heterogeneous environments. We model the Big-data broadcasting problem into a LockStep Broadcast Tree (LSBT) problem. The main idea of the LSBT model is to define a basic unit of upload bandwidth, r, such that a node with capacity c broadcasts data to a set of [c/r] children at the rater. Note that r is a parameter to be optimized as part of the LSBT problem. We further divide the broadcast data into m chunks. These data chunks can then be broadcast down the LSBT in a pipeline manner. In a homogeneous network environment in which each node has the same upload capacity c, we show that the optimal uplink rate r* of LSBT is either c/2 or c/3, whichever gives the smaller maximum completion time. For heterogeneous environments, we present an O(nlog 2 n) algorithm to select an optimal uplink rater* and to construct an optimal LSBT. Numerical results show that our approach performs well with less maximum completion time and lower computational complexity than other efficient solutions in literature.",IEEE Transactions on Knowledge and Data Engineering,14 August 2015,17 - 28,,,10.1109/TKDE.2015.2468714,https://doi.org/10.1109/TKDE.2015.2468714,IEEE
A Deep Learning-Based Data Minimization Algorithm for Fast and Secure Transfer of Big Genomic Datasets,Mohammed Aledhari; Marianne Di Pierro; Mohamed Hefeida; Fahad Saeed; ; ; ; ,https://ieeexplore.ieee.org/document/8290833/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8290833,"In the age of Big Genomics Data, institutions such as the National Human Genome Research Institute (NHGRI) are challenged in their efforts to share volumes of data between researchers, a process that has been plagued by unreliable transfers and slow speeds. These occur due to throughput bottlenecks of traditional transfer technologies. Two factors that affect the efficiency of data transmission are the channel bandwidth and the amount of data. Increasing the bandwidth is one way to transmit data efficiently, but might not always be possible due to resource limitations. Another way to maximize channel utilization is by decreasing the bits needed for transmission of a dataset. Traditionally, transmission of big genomic data between two geographical locations is done using general-purpose protocols, such as hypertext transfer protocol (HTTP) and file transfer protocol (FTP) secure. In this paper, we present a novel deep learning-based data minimization algorithm that 1) minimizes the datasets during transfer over the carrier channels; 2) protects the data from the man-in-the-middle (MITM) and other attacks by changing the binary representation (content-encoding) several times for the same dataset: we assign different codewords to the same character in different parts of the dataset. Our data minimization strategy exploits the alphabet limitation of DNA sequences and modifies the binary representation (codeword) of dataset characters using deep learning-based convolutional neural network (CNN) to ensure a minimum of code word uses to the high frequency characters at different time slots during the transfer time. This algorithm ensures transmission of big genomic DNA datasets with minimal bits and latency and yields an efficient and expedient process. Our tested heuristic model, simulation, and real implementation results indicate that the proposed data minimization algorithm is up to 99 times faster and more secure than the currently used content-encoding scheme used in...",IEEE Transactions on Big Data,13 February 2018,271 - 284,,,10.1109/TBDATA.2018.2805687,https://doi.org/10.1109/TBDATA.2018.2805687,IEEE
Big Privacy: Challenges and Opportunities of Privacy Study in the Age of Big Data,Shui Yu; ,https://ieeexplore.ieee.org/document/7485855/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7485855,"One of the biggest concerns of big data is privacy. However, the study on big data privacy is still at a very early stage. We believe the forthcoming solutions and theories of big data privacy root from the in place research output of the privacy discipline. Motivated by these factors, we extensively survey the existing research outputs and achievements of the privacy field in both application and theoretical angles, aiming to pave a solid starting ground for interested readers to address the challenges in the big data case. We first present an overview of the battle ground by defining the roles and operations of privacy systems. Second, we review the milestones of the current two major research categories of privacy: data clustering and privacy frameworks. Third, we discuss the effort of privacy study from the perspectives of different disciplines, respectively. Fourth, the mathematical description, measurement, and modeling on privacy are presented. We summarize the challenges and opportunities of this promising topic at the end of this paper, hoping to shed light on the exciting and almost uncharted land.",IEEE Access,06 June 2016,2751 - 2763,2169-3536,,10.1109/ACCESS.2016.2577036,https://doi.org/10.1109/ACCESS.2016.2577036,IEEE
A Study on Big Knowledge and Its Engineering Issues,Ruqian Lu; Xiaolong Jin; Songmao Zhang; Meikang Qiu; Xindong Wu; ; ; ; ; ,https://ieeexplore.ieee.org/document/8444740/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8444740,"After entering the big data era, a new term of `big knowledge' has been coined to deal with challenges in mining a mass of knowledge from big data. While researchers used to explore the basic characteristics of big data, we have not seen any studies on the general and essential properties of big knowledge. To fill this gap, this paper studies the concepts of big knowledge, big-knowledge system, and big-knowledge engineering. Ten massiveness characteristics for big knowledge and big-knowledge systems, including massive concepts, connectedness, clean data resources, cases, confidence, capabilities, cumulativeness, concerns, consistency, and completeness, are defined and explored. Based on these characteristics, a comprehensive investigation is conducted on some large-scale knowledge engineering projects, including the Fifth Comprehensive Traffic Survey in Shanghai, the China's Xia-Shang-Zhou Chronology Project, the Troy and Trojan War Project, and the International Human Genome Project, as well as the online free encyclopedia Wikipedia. We also investigate the recent research efforts on knowledge graphs, where they are analyzed to determine which ones can be considered as big knowledge and big-knowledge systems. Further, a definition of big-knowledge engineering and its life cycle paradigm is presented. All of these projects are accordingly checked to determine whether they belong to big-knowledge engineering projects. Finally, the perspectives of big knowledge research are discussed.",IEEE Transactions on Knowledge and Data Engineering,23 August 2018,1630 - 1644,,,10.1109/TKDE.2018.2866863,https://doi.org/10.1109/TKDE.2018.2866863,IEEE
"Big Data Technology: Challenges, Prospects, and Realities",Nitin Singh; Kee-Hung Lai; Markus Vejvar; T. C. E. Cheng; ; ; ; ,https://ieeexplore.ieee.org/document/8658160/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8658160,"We attempt to demonstrate the value of big data to enterprises by interweaving the perceptions, challenges, and opportunities of big data for businesses. While enterprises are aware of the value of big data to their businesses, there are challenges of exploiting big data in terms of data quality and usage. Executives might lack knowledge on how applications are related to one another in the big data ecosystem and the business benefits to reap. We summarize the results of a research study that explores emerging business perceptions of big data. We examine the current practice in 20 large enterprises, each having an annual revenue of more than USD 0.5 billion and present our findings related to executive perceptions. We provide insights on how firms can develop their big data expertise along various dimensions and identify critical ideas to be further investigated to better understand the issues that practitioners and researchers might be equally grappling with.",IEEE Engineering Management Review,04 March 2019,58 - 66,,,10.1109/EMR.2019.2900208,https://doi.org/10.1109/EMR.2019.2900208,IEEE
Developing Big Data Projects in Open University Engineering Courses: Lessons Learned,Juan A. Lara; Aurea Anguera De Sojo; Shadi Aljawarneh; Robert P. Schumaker; Bassam Al-Shargabi; ; ; ; ; ,https://ieeexplore.ieee.org/document/8978544/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8978544,"Big Data courses in which students are asked to carry out Big Data projects are becoming more frequent as a part of University Engineering curriculum. In these courses, instructors and students must face a series of special characteristics, difficulties and challenges that it is important to know about beforehand, so the lecturer can better plan the subject and manage the teaching methods in order to prevent students’ academic dropout and low performance. The goal of this research is to approach this problem by sharing the lessons learned in the process of teaching e-learning courses where students are required to develop a Big Data project as a part of a final degree/master course. In order to do so, a survey was carried out among a group of students enrolled in those kinds of courses during the last years. The quantitative and qualitative analysis of the obtained data led us to present a series of lessons learned that may help other participants (both students and lecturers) to better study, design and teach similar courses. In addition, the results shed light on possible existing open problems in the area of Big Data project development. Both the methodology used and the survey designed in this research were validated by a group of experts in the area using a formal statistical approach at a significance level of p<0.008, which support the validity of the lessons learned.",IEEE Access,03 February 2020,22988 - 23001,2169-3536,,10.1109/ACCESS.2020.2968969,https://doi.org/10.1109/ACCESS.2020.2968969,IEEE
On Big Data Analytics for Greener and Softer RAN,Chih-Lin I; Yunlu Liu; Shuangfeng Han; Sihai Wang; Guangyi Liu; ; ; ; ; ,https://ieeexplore.ieee.org/document/7210136/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7210136,"Big data analytics applied to signaling, traffic, and wireless environment data in mobile communication networks can help realize autonomous network optimization and build big data-based network operation. In this paper, a signaling-based intelligent network optimization scheme is introduced and applied to the current mobile communication networks, such as 4G Long Term Evolution. In 5G era, big data analytics can help mine user and service requirements from the radio access network level, thus allowing a more efficient 5G design and operation. This paper illustrates how it would significantly facilitate local content provision, dynamical network and functionality deployment, user behavior awareness, fine-tuned network operation, and globally optimized energy saving solutions. It is anticipated that the big data-based 5G network design, and the operation will be greener and softer, and better meet the ever increasing user-centric requirements of mobile communication.",IEEE Access,19 August 2015,3068 - 3075,2169-3536,,10.1109/ACCESS.2015.2469737,https://doi.org/10.1109/ACCESS.2015.2469737,IEEE
Accelerated PSO Swarm Search Feature Selection for Data Stream Mining Big Data,Simon Fong; Raymond Wong; Athanasios V. Vasilakos; ; ; ,https://ieeexplore.ieee.org/document/7115942/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7115942,"Big Data though it is a hype up-springing many technical challenges that confront both academic research communities and commercial IT deployment, the root sources of Big Data are founded on data streams and the curse of dimensionality. It is generally known that data which are sourced from data streams accumulate continuously making traditional batch-based model induction algorithms infeasible for real-time data mining. Feature selection has been popularly used to lighten the processing load in inducing a data mining model. However, when it comes to mining over high dimensional data the search space from which an optimal feature subset is derived grows exponentially in size, leading to an intractable demand in computation. In order to tackle this problem which is mainly based on the high-dimensionality and streaming format of data feeds in Big Data, a novel lightweight feature selection is proposed. The feature selection is designed particularly for mining streaming data on the fly, by using accelerated particle swarm optimization (APSO) type of swarm search that achieves enhanced analytical accuracy within reasonable processing time. In this paper, a collection of Big Data with exceptionally large degree of dimensionality are put under test of our new feature selection algorithm for performance evaluation.",IEEE Transactions on Services Computing,01 June 2015,33 - 45,,,10.1109/TSC.2015.2439695,https://doi.org/10.1109/TSC.2015.2439695,IEEE
Can Sensors Collect Big Data? An Energy-Efficient Big Data Gathering Algorithm for a WSN,Shalli Rani; Syed Hassan Ahmed; Rajneesh Talwar; Jyoteesh Malhotra; ; ; ; ,https://ieeexplore.ieee.org/document/7829299/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7829299,"Recently, incredible growth in communication technology has given rise to the hot topic, big data. Distributed wireless sensor networks (WSNs) are the key provider of big data and can generate a significant amount of data. Various technical challenges exist in gathering the real-time data. Energy-efficient routing algorithms can overcome these challenges. The signal transmission features have been obtained by analyzing the experiments. According to these experiments, an energy-efficient big data algorithm (big data efficient gathering, BDEG) for a WSN is proposed for real-time data collection. Clustering communication is established on the basis of a received signal strength indicator and residual energy of sensor nodes. Experimental simulations show that BDEG is stable in terms of the network lifetime and the data transmission time because of the load-balancing scheme. The effectiveness of the proposed scheme is verified through numerical results obtained in MATLAB.",IEEE Transactions on Industrial Informatics,23 January 2017,1961 - 1968,,,10.1109/TII.2017.2656899,https://doi.org/10.1109/TII.2017.2656899,IEEE
"A Survey on Big Data Market: Pricing, Trading and Protection",Fan Liang; Wei Yu; Dou An; Qingyu Yang; Xinwen Fu; Wei Zhao; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/8293785/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8293785,"Big data is considered to be the key to unlocking the next great waves of growth in productivity. The amount of collected data in our world has been exploding due to a number of new applications and technologies that permeate our daily lives, including mobile and social networking applications, and Internet of Thing-based smart-world systems (smart grid, smart transportation, smart cities, and so on). With the exponential growth of data, how to efficiently utilize the data becomes a critical issue. This calls for the development of a big data market that enables efficient data trading. Via pushing data as a kind of commodity into a digital market, the data owners and consumers are able to connect with each other, sharing and further increasing the utility of data. Nonetheless, to enable such an effective market for data trading, several challenges need to be addressed, such as determining proper pricing for the data to be sold or purchased, designing a trading platform and schemes to enable the maximization of social welfare of trading participants with efficiency and privacy preservation, and protecting the traded data from being resold to maintain the value of the data. In this paper, we conduct a comprehensive survey on the lifecycle of data and data trading. To be specific, we first study a variety of data pricing models, categorize them into different groups, and conduct a comprehensive comparison of the pros and cons of these models. Then, we focus on the design of data trading platforms and schemes, supporting efficient, secure, and privacy-preserving data trading. Finally, we review digital copyright protection mechanisms, including digital copyright identifier, digital rights management, digital encryption, watermarking, and others, and outline challenges in data protection in the data trading lifecycle.",IEEE Access,16 February 2018,15132 - 15154,2169-3536,,10.1109/ACCESS.2018.2806881,https://doi.org/10.1109/ACCESS.2018.2806881,IEEE
Big Data Analytics in Mobile Cellular Networks,Ying He; Fei Richard Yu; Nan Zhao; Hongxi Yin; Haipeng Yao; Robert C. Qiu; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/7429688/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7429688,"Mobile cellular networks have become both the generators and carriers of massive data. Big data analytics can improve the performance of mobile cellular networks and maximize the revenue of operators. In this paper, we introduce a unified data model based on the random matrix theory and machine learning. Then, we present an architectural framework for applying the big data analytics in the mobile cellular networks. Moreover, we describe several illustrative examples, including big signaling data, big traffic data, big location data, big radio waveforms data, and big heterogeneous data, in mobile cellular networks. Finally, we discuss a number of open research challenges of the big data analytics in the mobile cellular networks.",IEEE Access,09 March 2016,1985 - 1996,2169-3536,,10.1109/ACCESS.2016.2540520,https://doi.org/10.1109/ACCESS.2016.2540520,IEEE
FDM: Fuzzy-Optimized Data Management Technique for Improving Big Data Analytics,Gunasekaran Manogaran; P. Mohamed Shakeel; S. Baskar; Ching-Hsien Hsu; Seifedine Nimer Kadry; Revathi Sundarasekar; Priyan Malarvizhi Kumar; Bala Anand Muthu; ; ; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/9166621/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9166621,"Big data analytics and processing require complex architectures and sophisticated techniques for extracting useful information from the accumulated information. Visualizing the extracted data for real-time solutions is demanding in accordance with the semantics and the classification employed by the processing models. This article introduces fuzzy-optimized data management (FDM) technique for classifying and improving coalition of accumulated information based semantics and constraints. The dependency of the information is classified on the basis of the relationships modeled between the data based on the attributes. This technique segregates the considered attributes based on similarity index boundaries to process complex data in a controlled time. The performance of the proposed FDM is analyzed using a real-time weather forecast dataset consisting of sensor data (observed) and image data (captured). With this dataset, the functions of FDM such as input semantics analytics and classification based on similarity are performed. The metrics classification and processing time and similarity index are analyzed for the varying data sizes, classification instances, and dataset records. The proposed FDM is found to achieve 36.28% less processing time for varying classification instances, and 12.57% high similarity index.",IEEE Transactions on Fuzzy Systems,13 August 2020,177 - 185,,,10.1109/TFUZZ.2020.3016346,https://doi.org/10.1109/TFUZZ.2020.3016346,IEEE
Advanced Semiconductor Manufacturing Using Big Data,Tomio Tsuda; Shinji Inoue; Akihiro Kayahara; Shin-ichi Imai; Tomoya Tanaka; Naoaki Sato; Satoshi Yasuda; ; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/7123668/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7123668,"This paper describes the development and the actual utilization of fab-wide fault detection and classification (FDC) for the advanced semiconductor manufacturing using big data. In the fab-wide FDC, the collection of equipment's big data for the FDC judgment is required; hence, we developed the equipment monitoring system that handles the data in a superior method in high speed and in real time. We succeeded in stopping equipment and lots automatically when the equipment was detected as fault condition. In addition, we developed the environment that enables immediate data collection for analysis by the data aggregation and merging functions, which extracts keys correlating to yield from the equipment's parameter. Furthermore, we succeeded in development of the high-speed and high-accuracy process control system that implemented virtual metrology and the run-to-run function for the purpose to reduce process variation.",IEEE Transactions on Semiconductor Manufacturing,15 June 2015,229 - 235,,,10.1109/TSM.2015.2445320,https://doi.org/10.1109/TSM.2015.2445320,IEEE
Adaptive Trust Management and Data Process Time Optimization for Real-Time Spark Big Data Systems,Seungwoo Seo; Jong-Moon Chung; ; ,https://ieeexplore.ieee.org/document/9623558/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9623558,"Applications supporting businesses, smart systems, social networks, and advanced video applications such as eXtended Reality (XR) require large amounts of data processing to be provided in real-time. Therefore, the processing speed of big data systems is more important than ever. On the other hand, protecting a big data system is not easy, as various types of nodes and clusters are supported by various wired and wireless networks. Commonly security procedures slow down the response time of big data networks, and therefore, enhanced security and performance speed techniques need to be co-designed into the system. In this paper, a trusted streaming adaptive failure-compensation (TSAF) scheme is proposed that uses a trust management scheme to identify malicious nodes in Spark big data systems, exclude them from job/task processing, and calculate the number of nodes that can satisfy the process’s object completion time. The TSAF scheme shows an improved processing performance when there are attacks on the big data system compared to other existing real-time big data processing schemes. For the case of no security attack, the results show that the processing time of TSAF is faster by about 1 ~ 2% compared to the existing big data processing schemes when the process completion object time is set to 0.5 s. Even when the ratio of malicious nodes performing security attacks on worker nodes reaches 0.5, the results show that TSAF can satisfy over 75% of the tasks within the object time, which is significantly higher compared to the existing big data processing schemes.",IEEE Access,22 November 2021,156372 - 156379,2169-3536,,10.1109/ACCESS.2021.3129885,https://doi.org/10.1109/ACCESS.2021.3129885,IEEE
A Human-in-the-Loop Anomaly Detection Architecture for Big Traffic Data of Cellular Network,Shenglong Liu; Yuxiao Xia; Di Wang; ; ; ,https://ieeexplore.ieee.org/document/10471346/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10471346,"In the era of mobile big data, smart mobile devices have become an integral part of our daily life, which brings many benefits to the digital society. However, their popularity and relatively lax security make them vulnerable to various cyber threats. Traditional network traffic analysis techniques utilizing pattern matching and regular expressions matching algorithms are becoming insufficient for mobile big data. Network traffic anomaly detection is an effective method to replace traditional methods. Network traffic anomaly detection can solve many new challenges brought by future network and protect the security of network. In this article, we propose a streaming network framework for mobile big data, referred to as SNMDF, which provides massive data traffic collection, processing, analysis, and updating functions, to cope with the tremendous amount of data traffic. In particular, by analyzing the specific characteristics of anomaly traffic data from flow and user behavior, our proposed SNMDF demonstrates its capability to offer real data-based advice to address new challenges for future wireless networks from the viewpoints of operators. Tested by real mobile big data, SNMDF has proven its efficiency and reliability. Furthermore, SNMDF is accessed for the digital twin of the space Internet, which validates that it can be generalized to other environments with massive data traffic or big data.",IEEE Access,18 March 2024,41787 - 41797,2169-3536,,10.1109/ACCESS.2024.3376413,https://doi.org/10.1109/ACCESS.2024.3376413,IEEE
Visual Analysis of Multidimensional Big Data: A Scalable Lightweight Bundling Method for Parallel Coordinates,Wenqiang Cui; Girts Strazdins; Hao Wang; ; ; ,https://ieeexplore.ieee.org/document/9599491/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9599491,"Varied edge bundling methods have been used to reduce visual clutter in parallel coordinates plots (PCP). However, existing edge-bundled PCP do not scale well for visual analysis of multidimensional big data and often overplot the bundles in the area near the axes. In this study, we propose a scalable lightweight bundling method to support visual analysis of multidimensional big data in PCP. It helps the users discover trends and detect outliers in the data by bundling the edges between each two adjacent axes independently. We integrate human judgments into the two-dimensional data binning by novel interactions to accelerate the clustering process of the data. We use the frequency-based representation to render the clusters as histogram-like bundles to reveal the distribution of the data and eliminate the overplotting of the bundles. Based on our method, we build a lightweight web-based visual analytics system for exploring multidimensional big data in PCP. The scalability analysis of our method shows that its clustering time increases linearly with the size of the data. Its rendering time is independent of the size of the data. It can cluster and visualize 1 million data records with 6 dimensions in about 1 second in web-based visualization without pre-computation of the data or hardware-accelerated rendering. We conduct two case studies and a user study to compare our method with classic PCP and two state-of-the-art edge-bundled PCP. The results show that our method is more efficient and effective for visually analyzing multidimensional big data.",IEEE Transactions on Big Data,02 November 2021,106 - 117,,,10.1109/TBDATA.2021.3123982,https://doi.org/10.1109/TBDATA.2021.3123982,IEEE
"Big IoT Data Analytics: Architecture, Opportunities, and Open Research Challenges",Mohsen Marjani; Fariza Nasaruddin; Abdullah Gani; Ahmad Karim; Ibrahim Abaker Targio Hashem; Aisha Siddiqa; Ibrar Yaqoob; ; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/7888916/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7888916,"Voluminous amounts of data have been produced, since the past decade as the miniaturization of Internet of things (IoT) devices increases. However, such data are not useful without analytic power. Numerous big data, IoT, and analytics solutions have enabled people to obtain valuable insight into large data generated by IoT devices. However, these solutions are still in their infancy, and the domain lacks a comprehensive survey. This paper investigates the state-of-the-art research efforts directed toward big IoT data analytics. The relationship between big data analytics and IoT is explained. Moreover, this paper adds value by proposing a new architecture for big IoT data analytics. Furthermore, big IoT data analytic types, methods, and technologies for big data mining are discussed. Numerous notable use cases are also presented. Several opportunities brought by data analytics in IoT paradigm are then discussed. Finally, open research challenges, such as privacy, big data mining, visualization, and integration, are presented as future research directions.",IEEE Access,29 March 2017,5247 - 5261,2169-3536,,10.1109/ACCESS.2017.2689040,https://doi.org/10.1109/ACCESS.2017.2689040,IEEE
The Application of Big Data in Enterprise Information Intelligent Decision-Making,Shuangshuang Ying; Hao Liu; ; ,https://ieeexplore.ieee.org/document/9511435/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9511435,"With the continuous increase of mass information in the process of enterprise operation, information redundancy interference poses a challenge to enterprise information decision-making. Therefore, this paper applies big data analysis technology to enterprise information intelligent decision-making, and builds an enterprise information intelligent decision-making model based on big data analysis. The key data of enterprise is mined by using the density weight Canopy to improve the K-Gmedoids algorithm. After sorting, filtering, and transforming, the big data model designed in this paper uses interactive genetic algorithms to obtain the optimal decision-making strategy of enterprise information through experimental tests, which has a significant impact on the decision-making management and the competitiveness of the enterprise. In the process of enterprise information collection and intelligent decision-making, the interactive genetic algorithm generates a 95% match between the optimal business operation plan and the problems that need to be solved in the actual operation of the enterprise, which can better improve the ability of the enterprise to deal with problems. The number of iterations of the optimal decision-making plan obtained by the company is only 6 times, which has a good use effect while improving work efficiency.",IEEE Access,11 August 2021,120274 - 120284,2169-3536,,10.1109/ACCESS.2021.3104147,https://doi.org/10.1109/ACCESS.2021.3104147,IEEE
Redundancy and Complexity Metrics for Big Data Classification: Towards Smart Data,Jesus Maillo; Isaac Triguero; Francisco Herrera; ; ; ,https://ieeexplore.ieee.org/document/9083972/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9083972,"It is recognized the importance of knowing the descriptive properties of a dataset when tackling a data science problem. Having information about the redundancy, complexity and density of a problem allows us to make decisions as to which data preprocessing and machine learning techniques are most suitable. In classification problems, there are multiple metrics to describe the overlapping of the features between classes, class imbalances or separability, among others. However, these metrics may not scale up well when dealing with big datasets, or may not simply be sufficiently informative in this context. In this paper, we provide a package of metrics for big data classification problems. In particular, we propose two new big data metrics: Neighborhood Density and Decision Tree Progression, which study density and accuracy progression by discarding half of the samples. In addition, we enable a number of basic metrics to handle big data. The experimental study carried out in standard big data classification problems shows that our metrics can quickly characterize big datasets. We identified a clear redundancy of information in most datasets, so that, discarding randomly 75% of the samples does not drastically affect the accuracy of the classifiers used. Thus, the proposed big data metrics, which are available as a Spark-Package, provide a fast assessment of the shape of a classification dataset prior to applying big data preprocessing, toward smart data.",IEEE Access,01 May 2020,87918 - 87928,2169-3536,,10.1109/ACCESS.2020.2991800,https://doi.org/10.1109/ACCESS.2020.2991800,IEEE
Big Data Analytics and Mining for Effective Visualization and Trends Forecasting of Crime Data,Mingchen Feng; Jiangbin Zheng; Jinchang Ren; Amir Hussain; Xiuxiu Li; Yue Xi; Qiaoyuan Liu; ; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/8768367/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8768367,"Big data analytics (BDA) is a systematic approach for analyzing and identifying different patterns, relations, and trends within a large volume of data. In this paper, we apply BDA to criminal data where exploratory data analysis is conducted for visualization and trends prediction. Several the state-of-the-art data mining and deep learning techniques are used. Following statistical analysis and visualization, some interesting facts and patterns are discovered from criminal data in San Francisco, Chicago, and Philadelphia. The predictive results show that the Prophet model and Keras stateful LSTM perform better than neural network models, where the optimal size of the training data is found to be three years. These promising outcomes will benefit for police departments and law enforcement organizations to better understand crime issues and provide insights that will enable them to track activities, predict the likelihood of incidents, effectively deploy resources and optimize the decision making process.",IEEE Access,22 July 2019,106111 - 106123,2169-3536,,10.1109/ACCESS.2019.2930410,https://doi.org/10.1109/ACCESS.2019.2930410,IEEE
Big Data Quality Assurance Through Data Traceability: A Case Study of the National Standard Reference Data Program of Korea,Doyoung Lee; ,https://ieeexplore.ieee.org/document/8667300/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8667300,"In the era of big data, the scientific and social demand for quality data is aggressive and urgent. This paper sheds light on the expanded role of metrology of verifying validated procedures of data production and developing adequate uncertainty evaluation methods to ensure the trustworthiness of data and information. In this regard, I explore the mechanism of the national standard reference data (SRD) program of Korea, which connects various scientific and social sectors to metrology by applying useful metrological concepts and methods to produce reliable data and convert such data into national standards. In particular, the changing interpretation of metrological key concepts, such as “measurement,” “traceability,” and “uncertainty,” will be explored and reconsidered from the perspective of data quality assurance. As a result, I suggest the concept of “data traceability” with “the matrix of data quality evaluation” according to the elements of a data production system and related evaluation criteria. To conclude, I suggest social and policy implications for the new role of metrology and standards for producing and disseminating reliable knowledge sources from big data.",IEEE Access,14 March 2019,36294 - 36299,2169-3536,,10.1109/ACCESS.2019.2904286,https://doi.org/10.1109/ACCESS.2019.2904286,IEEE
Eco-Environment Construction of English Teaching Using Artificial Intelligence Under Big Data Environment,Maohua Sun; Yuangang Li; ; ,https://ieeexplore.ieee.org/document/9235580/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9235580,"Application of big data and artificial intelligence has become one influence factor of English teaching, which have broken the balance of the teaching Eco-environment for English. In this article, the artificial intelligence and big data are introduced into English teaching to propose a new teaching Eco-environment construction method to meet the needs of the social development and international communication in English. In the proposed method, the characteristics of English teaching under big data environment are analyzed in detail. Then the big data technology is used to construct a new Eco-environment of English teaching to improve the teaching and learning quality. The data mining method is one of artificial intelligence methods, which is used to analyze the relationship of interdependence and mutual restriction among various factors in English teaching in order to build and implement a new Eco-environment with the information sharing, quality teaching and personalized learning of English. Finally, through the practical application of the constructed Eco-environment, the experiment results show that the proposed method can help students update their learning concepts, methods and contents of English, inspire their interest and initiative by comparing with some existed teaching methods, so as to improve their learning effects and application ability of English. Therefore, the constructed Eco-environment provides a new idea and direction for English teaching reform by application of big data and artificial intelligence.",IEEE Access,22 October 2020,193955 - 193965,2169-3536,,10.1109/ACCESS.2020.3033068,https://doi.org/10.1109/ACCESS.2020.3033068,IEEE
